,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Featuretype,Selection_size,Selection_method
11194,SVR,delta G,kd,4673.673717133048,22793071.557193093,3.040754215941609,-0.589482,[-0.65 ~ -0.522],-23.085274,final,size10,mutual info regression
11195,DecisionTree,delta G,kd,4674.269548704746,22800108.39693977,9.675069259913798,-0.25872,[-0.348 ~ -0.165],-23.09271,final,size10,mutual info regression
11196,RandomForest,delta G,kd,4673.895572763207,22796025.246065635,4.199209483011687,-0.533528,[-0.6 ~ -0.46],-23.088395,final,size10,mutual info regression
11197,XGBoost,delta G,kd,4674.039802493427,22798712.10652148,6.569128036499023,-0.443787,[-0.519 ~ -0.362],-23.091234,final,size10,mutual info regression
11198,linearRegression,delta G,kd,4674.19242531269,22798442.931675263,3.457548708858257,-0.5957,[-0.655 ~ -0.529],-23.09095,GAP,size10,mutual info regression
11199,Ridge,delta G,kd,4674.216295630279,22798605.955483768,3.3932940877452062,-0.597939,[-0.657 ~ -0.531],-23.091122,GAP,size10,mutual info regression
11200,Lasso,delta G,kd,4674.215698391779,22798633.60602052,3.421761416166368,-0.597928,[-0.657 ~ -0.531],-23.091152,GAP,size10,mutual info regression
11201,ElasticNet,delta G,kd,4674.216067406797,22798621.16439693,3.4079466323756398,-0.597969,[-0.657 ~ -0.531],-23.091138,GAP,size10,mutual info regression
11202,SVR,delta G,kd,4674.588026618905,22801617.923282888,3.0689681526309665,-0.583893,[-0.645 ~ -0.516],-23.094305,GAP,size10,mutual info regression
11203,DecisionTree,delta G,kd,4672.9369977999,22787424.6572196,9.44026279572004,-0.25298,[-0.342 ~ -0.159],-23.079307,GAP,size10,mutual info regression
11204,RandomForest,delta G,kd,4674.317559265153,22800520.226813,4.128425297892495,-0.611243,[-0.669 ~ -0.546],-23.093145,GAP,size10,mutual info regression
11205,XGBoost,delta G,kd,4675.477508019966,22812420.663784318,6.070126056671143,-0.503386,[-0.573 ~ -0.427],-23.10572,GAP,size10,mutual info regression
11206,linearRegression,delta G,kd,4673.853562164643,22795725.52577652,3.769272329268448,-0.607531,[-0.666 ~ -0.542],-23.088079,slim,size10,mutual info regression
11207,Ridge,delta G,kd,4673.909831561571,22796176.987239096,3.670389790629126,-0.613564,[-0.671 ~ -0.549],-23.088556,slim,size10,mutual info regression
11208,Lasso,delta G,kd,4673.917929247354,22796259.43964664,3.666642521167936,-0.615142,[-0.672 ~ -0.551],-23.088643,slim,size10,mutual info regression
11209,ElasticNet,delta G,kd,4673.908801187346,22796173.552734807,3.674479531053254,-0.613744,[-0.671 ~ -0.549],-23.088552,slim,size10,mutual info regression
11210,SVR,delta G,kd,4675.132854424054,22807328.749522485,3.3507299391415435,-0.629135,[-0.685 ~ -0.566],-23.10034,slim,size10,mutual info regression
11211,DecisionTree,delta G,kd,4674.403633316199,22803788.57192249,11.562331846921523,-0.322581,[-0.407 ~ -0.232],-23.096599,slim,size10,mutual info regression
11212,RandomForest,delta G,kd,4675.4207410498175,22811023.19674136,4.528581883000968,-0.578234,[-0.64 ~ -0.509],-23.104244,slim,size10,mutual info regression
11213,XGBoost,delta G,kd,4675.836430198669,22815427.999050718,6.460941314697266,-0.444779,[-0.52 ~ -0.363],-23.108898,slim,size10,mutual info regression
11214,linearRegression,delta G,kd,4672.1475864013455,22779751.653361645,4.408052913125513,-0.515406,[-0.584 ~ -0.44],-23.071199,final,size15,f regression 
11215,Ridge,delta G,kd,4672.341914817859,22781490.42181216,4.166046192511355,-0.536086,[-0.602 ~ -0.463],-23.073036,final,size15,f regression 
11216,Lasso,delta G,kd,4672.347389381003,22781569.36791724,4.12181386607942,-0.54535,[-0.61 ~ -0.473],-23.07312,final,size15,f regression 
11217,ElasticNet,delta G,kd,4672.290630249587,22781037.30315372,4.221252640342051,-0.532199,[-0.599 ~ -0.458],-23.072558,final,size15,f regression 
11218,SVR,delta G,kd,4673.637750131473,22793391.508038137,3.351210870175405,-0.635201,[-0.69 ~ -0.573],-23.085612,final,size15,f regression 
11219,DecisionTree,delta G,kd,4672.655485970186,22786862.97100506,9.898222417563025,-0.348262,[-0.431 ~ -0.259],-23.078714,final,size15,f regression 
11220,RandomForest,delta G,kd,4673.679947555309,22794427.73208101,4.301571354050158,-0.57068,[-0.633 ~ -0.501],-23.086707,final,size15,f regression 
11221,XGBoost,delta G,kd,4673.538020108441,22792863.38077958,6.129654407501221,-0.37895,[-0.46 ~ -0.292],-23.085054,final,size15,f regression 
11222,linearRegression,delta G,kd,4671.823638203156,22776648.76666922,3.98855009231584,-0.560285,[-0.624 ~ -0.489],-23.06792,GAP,size15,f regression 
11223,Ridge,delta G,kd,4671.846879785265,22776856.792245,3.958409950981878,-0.563396,[-0.627 ~ -0.493],-23.06814,GAP,size15,f regression 
11224,Lasso,delta G,kd,4672.044180586861,22778655.711096603,3.727752892848295,-0.592346,[-0.652 ~ -0.525],-23.070041,GAP,size15,f regression 
11225,ElasticNet,delta G,kd,4671.927572158765,22777581.53058546,3.856851161522868,-0.574441,[-0.636 ~ -0.505],-23.068906,GAP,size15,f regression 
11226,SVR,delta G,kd,4673.1540728563705,22789026.726754405,3.4974590971775807,-0.631425,[-0.687 ~ -0.569],-23.081,GAP,size15,f regression 
11227,DecisionTree,delta G,kd,4673.180910311836,22792303.239567712,9.747254722658356,-0.381746,[-0.462 ~ -0.295],-23.084462,GAP,size15,f regression 
11228,RandomForest,delta G,kd,4674.040467004069,22798091.23257801,4.318198818008251,-0.603396,[-0.662 ~ -0.537],-23.090578,GAP,size15,f regression 
11229,XGBoost,delta G,kd,4673.28479179205,22790449.63477676,6.167795658111572,-0.372663,[-0.454 ~ -0.285],-23.082504,GAP,size15,f regression 
11230,linearRegression,delta G,kd,4673.256619672917,22790091.364134934,4.075810281840994,-0.554666,[-0.619 ~ -0.483],-23.082125,slim,size15,f regression 
11231,Ridge,delta G,kd,4673.39819471086,22791327.697721984,3.9120557752350886,-0.566636,[-0.629 ~ -0.496],-23.083431,slim,size15,f regression 
11232,Lasso,delta G,kd,4673.307459380522,22790534.80493341,4.01696732291932,-0.558792,[-0.622 ~ -0.488],-23.082594,slim,size15,f regression 
11233,ElasticNet,delta G,kd,4673.359836624733,22790992.812889434,3.956309833854653,-0.563324,[-0.627 ~ -0.493],-23.083078,slim,size15,f regression 
11234,SVR,delta G,kd,4674.479052599259,22801392.1645446,3.430243951479976,-0.640873,[-0.695 ~ -0.579],-23.094066,slim,size15,f regression 
11235,DecisionTree,delta G,kd,4672.508713915751,22783884.23404956,10.284490374274652,-0.254474,[-0.344 ~ -0.161],-23.075566,slim,size15,f regression 
11236,RandomForest,delta G,kd,4674.364106184159,22801274.99262828,4.162196606611219,-0.645717,[-0.699 ~ -0.585],-23.093943,slim,size15,f regression 
11237,XGBoost,delta G,kd,4674.869919034456,22807399.1364219,6.334481716156006,-0.535635,[-0.602 ~ -0.462],-23.100414,slim,size15,f regression 
11238,linearRegression,delta G,kd,4673.677546120093,22793057.85832769,3.1053973144826976,-0.568954,[-0.632 ~ -0.499],-23.08526,final,size15,r regression 
11239,Ridge,delta G,kd,4673.669591467536,22792961.437677577,3.086815290808859,-0.568724,[-0.631 ~ -0.499],-23.085158,final,size15,r regression 
11240,Lasso,delta G,kd,4673.571958496384,22792029.735229407,3.0483077153146194,-0.572727,[-0.635 ~ -0.503],-23.084173,final,size15,r regression 
11241,ElasticNet,delta G,kd,4673.586776678393,22792090.72099488,2.99006310795571,-0.570618,[-0.633 ~ -0.501],-23.084238,final,size15,r regression 
11242,SVR,delta G,kd,4674.848008309274,22802807.212487485,2.6278015054427626,-0.439604,[-0.515 ~ -0.357],-23.095562,final,size15,r regression 
11243,DecisionTree,delta G,kd,4676.487592859656,22819775.29497347,9.540241509357523,-0.204682,[-0.296 ~ -0.109],-23.113492,final,size15,r regression 
11244,RandomForest,delta G,kd,4675.596399566755,22810978.489134066,5.000325619598991,-0.349785,[-0.433 ~ -0.261],-23.104196,final,size15,r regression 
11245,XGBoost,delta G,kd,4676.7099930758895,22821778.63280074,6.975077152252197,-0.277417,[-0.365 ~ -0.185],-23.115609,final,size15,r regression 
11246,linearRegression,delta G,kd,4673.678023228407,22793203.34710557,3.1971665689582323,-0.575202,[-0.637 ~ -0.506],-23.085413,GAP,size15,r regression 
11247,Ridge,delta G,kd,4673.671500100631,22793119.45599707,3.177750625947972,-0.57503,[-0.637 ~ -0.506],-23.085325,GAP,size15,r regression 
11248,Lasso,delta G,kd,4673.597987884157,22792420.96360241,3.1534513133399584,-0.577635,[-0.639 ~ -0.509],-23.084587,GAP,size15,r regression 
11249,ElasticNet,delta G,kd,4673.603894097817,22792401.12024822,3.092692892295726,-0.576574,[-0.638 ~ -0.508],-23.084566,GAP,size15,r regression 
11250,SVR,delta G,kd,4674.945635237415,22803976.74556892,2.810375768789798,-0.457818,[-0.532 ~ -0.377],-23.096798,GAP,size15,r regression 
11251,DecisionTree,delta G,kd,4674.21073081678,22799695.557983667,11.354394937977474,-0.225059,[-0.316 ~ -0.13],-23.092274,GAP,size15,r regression 
11252,RandomForest,delta G,kd,4675.801780569917,22812443.678134207,4.5983849589838215,-0.329887,[-0.414 ~ -0.24],-23.105745,GAP,size15,r regression 
11253,XGBoost,delta G,kd,4676.398820000765,22819884.36323856,7.422610759735107,-0.330609,[-0.415 ~ -0.241],-23.113607,GAP,size15,r regression 
11254,linearRegression,delta G,kd,4673.800552776328,22794881.718479764,3.513895870236334,-0.601011,[-0.66 ~ -0.535],-23.087187,slim,size15,r regression 
11255,Ridge,delta G,kd,4673.786266103019,22794714.004212853,3.4747137113693607,-0.602774,[-0.661 ~ -0.537],-23.08701,slim,size15,r regression 
11256,Lasso,delta G,kd,4673.700458534355,22793744.50793472,3.2898217726033354,-0.610691,[-0.668 ~ -0.546],-23.085985,slim,size15,r regression 
11257,ElasticNet,delta G,kd,4673.717801282426,22793945.86530416,3.3295879639461767,-0.609415,[-0.667 ~ -0.544],-23.086198,slim,size15,r regression 
11258,SVR,delta G,kd,4674.463502946182,22800356.17698005,3.222338474785147,-0.540386,[-0.606 ~ -0.467],-23.092972,slim,size15,r regression 
11259,DecisionTree,delta G,kd,4676.631214354507,22823165.150132343,9.68397076642194,-0.310118,[-0.396 ~ -0.219],-23.117074,slim,size15,r regression 
11260,RandomForest,delta G,kd,4675.399501383253,22810562.77416561,4.264741853726413,-0.582733,[-0.644 ~ -0.514],-23.103757,slim,size15,r regression 
11261,XGBoost,delta G,kd,4676.1784834665,22817758.690583117,6.289469242095947,-0.386135,[-0.466 ~ -0.3],-23.111361,slim,size15,r regression 
11262,linearRegression,delta G,kd,4672.687146582332,22784675.9756605,4.400858757559711,-0.5025,[-0.572 ~ -0.426],-23.076403,final,size15,mutual info regression
11263,Ridge,delta G,kd,4672.859832527527,22786183.74208352,4.176015202322472,-0.516737,[-0.585 ~ -0.441],-23.077996,final,size15,mutual info regression
11264,Lasso,delta G,kd,4672.920896512746,22786723.64682289,4.097792320596449,-0.522821,[-0.59 ~ -0.448],-23.078566,final,size15,mutual info regression
11265,ElasticNet,delta G,kd,4672.865109426808,22786230.973723628,4.167378441760403,-0.51756,[-0.586 ~ -0.442],-23.078046,final,size15,mutual info regression
11266,SVR,delta G,kd,4674.198900752031,22797927.58951863,3.040060216584326,-0.580603,[-0.642 ~ -0.512],-23.090405,final,size15,mutual info regression
11267,DecisionTree,delta G,kd,4673.936139339868,22796901.419323944,9.165633872417189,-0.26858,[-0.357 ~ -0.176],-23.089321,final,size15,mutual info regression
11268,RandomForest,delta G,kd,4673.964320061429,22796796.72950336,4.023476459050128,-0.573475,[-0.636 ~ -0.504],-23.089211,final,size15,mutual info regression
11269,XGBoost,delta G,kd,4674.273719978734,22800342.100471523,6.115543842315674,-0.430395,[-0.507 ~ -0.347],-23.092957,final,size15,mutual info regression
11270,linearRegression,delta G,kd,4673.598516402597,22793030.43642424,3.4422004667972645,-0.619163,[-0.676 ~ -0.555],-23.085231,GAP,size15,mutual info regression
11271,Ridge,delta G,kd,4673.609060890103,22793077.70367087,3.389974471408653,-0.620979,[-0.678 ~ -0.557],-23.085281,GAP,size15,mutual info regression
11272,Lasso,delta G,kd,4673.607163514167,22793026.030076187,3.316305842209823,-0.62959,[-0.685 ~ -0.567],-23.085226,GAP,size15,mutual info regression
11273,ElasticNet,delta G,kd,4673.617146620812,22793123.739751097,3.3528114042954367,-0.623371,[-0.68 ~ -0.56],-23.085329,GAP,size15,mutual info regression
11274,SVR,delta G,kd,4674.014269513622,22797054.827424064,3.393961389287893,-0.648925,[-0.702 ~ -0.589],-23.089483,GAP,size15,mutual info regression
11275,DecisionTree,delta G,kd,4673.770764690192,22796204.09738792,9.215876508273109,-0.314389,[-0.4 ~ -0.224],-23.088584,GAP,size15,mutual info regression
11276,RandomForest,delta G,kd,4673.979747022749,22797566.38633797,4.32429854331599,-0.607621,[-0.666 ~ -0.542],-23.090024,GAP,size15,mutual info regression
11277,XGBoost,delta G,kd,4674.706008722472,22804929.456020337,6.042764663696289,-0.482086,[-0.554 ~ -0.403],-23.097804,GAP,size15,mutual info regression
11278,linearRegression,delta G,kd,4673.259883873232,22790036.411256965,3.926395767274641,-0.564743,[-0.628 ~ -0.494],-23.082067,slim,size15,mutual info regression
11279,Ridge,delta G,kd,4673.39667293923,22791232.01271012,3.778970031159972,-0.575651,[-0.637 ~ -0.506],-23.08333,slim,size15,mutual info regression
11280,Lasso,delta G,kd,4673.306464199321,22790447.091407403,3.873088993541512,-0.569295,[-0.632 ~ -0.499],-23.082501,slim,size15,mutual info regression
11281,ElasticNet,delta G,kd,4673.318729585551,22790552.31381388,3.8615560131947433,-0.569753,[-0.632 ~ -0.5],-23.082612,slim,size15,mutual info regression
11282,SVR,delta G,kd,4674.784044638434,22804345.64725269,3.385198271483582,-0.664939,[-0.716 ~ -0.607],-23.097187,slim,size15,mutual info regression
11283,DecisionTree,delta G,kd,4674.310050902627,22801613.49784212,10.541420848565457,-0.291527,[-0.378 ~ -0.2],-23.0943,slim,size15,mutual info regression
11284,RandomForest,delta G,kd,4674.463459989905,22802574.593997195,4.255495939258449,-0.676245,[-0.726 ~ -0.62],-23.095316,slim,size15,mutual info regression
11285,XGBoost,delta G,kd,4675.176411799782,22810356.53490896,6.341737747192383,-0.542445,[-0.608 ~ -0.47],-23.103539,slim,size15,mutual info regression
11286,linearRegression,delta G,kd,4672.10507618607,22779260.01097852,4.350752918407398,-0.511099,[-0.58 ~ -0.435],-23.07068,final,size20,f regression 
11287,Ridge,delta G,kd,4672.304553819102,22781067.2617332,4.104464404327319,-0.534922,[-0.601 ~ -0.461],-23.072589,final,size20,f regression 
11288,Lasso,delta G,kd,4672.173013095123,22779879.82537488,4.247228979606099,-0.521849,[-0.589 ~ -0.447],-23.071335,final,size20,f regression 
11289,ElasticNet,delta G,kd,4672.283138689701,22780876.566338543,4.118712043075232,-0.534233,[-0.601 ~ -0.461],-23.072388,final,size20,f regression 
11290,SVR,delta G,kd,4673.564559096411,22792519.828071024,3.1040361616210688,-0.654992,[-0.707 ~ -0.595],-23.084691,final,size20,f regression 
11291,DecisionTree,delta G,kd,4672.9365824776,22788460.32669665,10.167337736768577,-0.28672,[-0.374 ~ -0.195],-23.080401,final,size20,f regression 
11292,RandomForest,delta G,kd,4673.262397337077,22790426.535471093,4.211012367563156,-0.571039,[-0.633 ~ -0.501],-23.082479,final,size20,f regression 
11293,XGBoost,delta G,kd,4673.590308569591,22793575.50604207,6.046979427337647,-0.403204,[-0.482 ~ -0.318],-23.085807,final,size20,f regression 
11294,linearRegression,delta G,kd,4672.0897261677255,22779217.200602867,4.3237148046822815,-0.526285,[-0.593 ~ -0.452],-23.070634,GAP,size20,f regression 
11295,Ridge,delta G,kd,4672.116172448728,22779457.02538826,4.288741743487905,-0.529738,[-0.597 ~ -0.456],-23.070888,GAP,size20,f regression 
11296,Lasso,delta G,kd,4672.4275720616815,22782289.032634757,3.8696547533058654,-0.577219,[-0.639 ~ -0.508],-23.07388,GAP,size20,f regression 
11297,ElasticNet,delta G,kd,4672.270315510475,22780852.383313425,4.084600281078821,-0.550765,[-0.615 ~ -0.479],-23.072362,GAP,size20,f regression 
11298,SVR,delta G,kd,4673.658860758762,22793657.385596316,3.3294626205542346,-0.649955,[-0.703 ~ -0.59],-23.085893,GAP,size20,f regression 
11299,DecisionTree,delta G,kd,4673.509854711249,22793998.47477039,10.38076299365845,-0.289525,[-0.377 ~ -0.197],-23.086254,GAP,size20,f regression 
11300,RandomForest,delta G,kd,4674.011464138152,22798059.826445643,4.407958148265229,-0.618969,[-0.676 ~ -0.555],-23.090545,GAP,size20,f regression 
11301,XGBoost,delta G,kd,4673.5162091100265,22793170.374652624,5.923222541809082,-0.436703,[-0.512 ~ -0.354],-23.085379,GAP,size20,f regression 
11302,linearRegression,delta G,kd,4673.148025102771,22789182.186461885,3.993759275967071,-0.579762,[-0.641 ~ -0.511],-23.081164,slim,size20,f regression 
11303,Ridge,delta G,kd,4673.291924252269,22790441.2108043,3.843586178042837,-0.591081,[-0.651 ~ -0.524],-23.082495,slim,size20,f regression 
11304,Lasso,delta G,kd,4673.253523982946,22790103.32461132,3.882574022213444,-0.587889,[-0.648 ~ -0.52],-23.082138,slim,size20,f regression 
11305,ElasticNet,delta G,kd,4673.270878372847,22790256.554768875,3.864746496306045,-0.589426,[-0.65 ~ -0.522],-23.0823,slim,size20,f regression 
11306,SVR,delta G,kd,4674.625937197689,22802978.708399896,3.549577494609917,-0.650093,[-0.703 ~ -0.59],-23.095743,slim,size20,f regression 
11307,DecisionTree,delta G,kd,4670.701237583469,22767908.90093703,10.814980490508509,-0.284817,[-0.372 ~ -0.193],-23.058685,slim,size20,f regression 
11308,RandomForest,delta G,kd,4674.185313500967,22799523.36951207,4.070690027993288,-0.650204,[-0.703 ~ -0.59],-23.092092,slim,size20,f regression 
11309,XGBoost,delta G,kd,4675.034318830658,22808784.117108952,6.225759029388428,-0.532542,[-0.599 ~ -0.459],-23.101878,slim,size20,f regression 
11310,linearRegression,delta G,kd,4673.770806944663,22793915.754845228,3.061675822093722,-0.574798,[-0.637 ~ -0.506],-23.086166,final,size20,r regression 
11311,Ridge,delta G,kd,4673.73337823369,22793552.897992257,3.0536315360165456,-0.574134,[-0.636 ~ -0.505],-23.085783,final,size20,r regression 
11312,Lasso,delta G,kd,4673.646653523754,22792712.27640578,3.0176538090861533,-0.575911,[-0.638 ~ -0.507],-23.084895,final,size20,r regression 
11313,ElasticNet,delta G,kd,4673.611833902746,22792298.366822228,2.947561989155458,-0.574257,[-0.636 ~ -0.505],-23.084457,final,size20,r regression 
11314,SVR,delta G,kd,4674.591165643508,22800333.43178672,2.914968173465676,-0.383242,[-0.464 ~ -0.297],-23.092948,final,size20,r regression 
11315,DecisionTree,delta G,kd,4676.154536085431,22816656.08055228,9.790730654032735,-0.198968,[-0.291 ~ -0.103],-23.110196,final,size20,r regression 
11316,RandomForest,delta G,kd,4675.884936943343,22813299.308592618,4.790267865296302,-0.324846,[-0.409 ~ -0.235],-23.106649,final,size20,r regression 
11317,XGBoost,delta G,kd,4676.814651088112,22823188.741035167,6.849238872528076,-0.315002,[-0.4 ~ -0.224],-23.117099,final,size20,r regression 
11318,linearRegression,delta G,kd,4673.758345361292,22793921.403990302,3.1492214825490104,-0.578664,[-0.64 ~ -0.51],-23.086172,GAP,size20,r regression 
11319,Ridge,delta G,kd,4673.7253192915,22793601.00395969,3.140797480695081,-0.578312,[-0.64 ~ -0.509],-23.085834,GAP,size20,r regression 
11320,Lasso,delta G,kd,4673.656081636048,22792943.904607654,3.1221956683669734,-0.580145,[-0.641 ~ -0.511],-23.085139,GAP,size20,r regression 
11321,ElasticNet,delta G,kd,4673.648281430852,22792803.160019547,3.067906370267994,-0.579103,[-0.641 ~ -0.51],-23.084991,GAP,size20,r regression 
11322,SVR,delta G,kd,4674.631522073984,22800856.716684327,2.9603335104508446,-0.402669,[-0.481 ~ -0.318],-23.093501,GAP,size20,r regression 
11323,DecisionTree,delta G,kd,4675.062360739688,22807851.22205908,11.344335941354268,-0.234038,[-0.324 ~ -0.14],-23.100892,GAP,size20,r regression 
11324,RandomForest,delta G,kd,4675.984552247721,22814744.979850795,4.828584663146282,-0.376951,[-0.458 ~ -0.29],-23.108176,GAP,size20,r regression 
11325,XGBoost,delta G,kd,4676.698476656261,22822593.111136816,6.719425678253174,-0.35878,[-0.441 ~ -0.271],-23.116469,GAP,size20,r regression 
11326,linearRegression,delta G,kd,4673.750306296977,22794396.599470265,3.586725737116168,-0.586521,[-0.647 ~ -0.519],-23.086674,slim,size20,r regression 
11327,Ridge,delta G,kd,4673.731741099097,22794188.185249344,3.5388233390953028,-0.589444,[-0.65 ~ -0.522],-23.086454,slim,size20,r regression 
11328,Lasso,delta G,kd,4673.707857287974,22793935.494863536,3.497575607330863,-0.592112,[-0.652 ~ -0.525],-23.086187,slim,size20,r regression 
11329,ElasticNet,delta G,kd,4673.695443881372,22793790.614309464,3.460362925730671,-0.594234,[-0.654 ~ -0.527],-23.086034,slim,size20,r regression 
11330,SVR,delta G,kd,4673.8542048105655,22794927.9434182,3.4143933195837746,-0.550092,[-0.615 ~ -0.478],-23.087236,slim,size20,r regression 
11331,DecisionTree,delta G,kd,4675.144302902111,22807613.663132858,10.802843179625995,-0.198584,[-0.291 ~ -0.103],-23.100641,slim,size20,r regression 
11332,RandomForest,delta G,kd,4674.8587578240085,22805483.379476003,4.21834143089691,-0.586351,[-0.647 ~ -0.518],-23.09839,slim,size20,r regression 
11333,XGBoost,delta G,kd,4675.625784906153,22812525.424122028,5.926333427429199,-0.404583,[-0.483 ~ -0.32],-23.105831,slim,size20,r regression 
11334,linearRegression,delta G,kd,4673.005918937214,22787515.141137537,3.944335898949415,-0.542916,[-0.608 ~ -0.47],-23.079403,final,size20,mutual info regression
11335,Ridge,delta G,kd,4673.194235234551,22789146.134998187,3.727873096587717,-0.556878,[-0.621 ~ -0.486],-23.081126,final,size20,mutual info regression
11336,Lasso,delta G,kd,4673.391309498729,22790820.6727869,3.474327909806231,-0.573018,[-0.635 ~ -0.504],-23.082896,final,size20,mutual info regression
11337,ElasticNet,delta G,kd,4673.174422863032,22788973.518757403,3.743312113777175,-0.556289,[-0.62 ~ -0.485],-23.080944,final,size20,mutual info regression
11338,SVR,delta G,kd,4674.579377473723,22801300.68019967,2.9274497627714084,-0.570767,[-0.633 ~ -0.501],-23.09397,final,size20,mutual info regression
11339,DecisionTree,delta G,kd,4673.812461035235,22794666.266738188,9.238645533099376,-0.206352,[-0.298 ~ -0.111],-23.086959,final,size20,mutual info regression
11340,RandomForest,delta G,kd,4674.16438131322,22798659.11475785,4.143987070182954,-0.555706,[-0.62 ~ -0.484],-23.091178,final,size20,mutual info regression
11341,XGBoost,delta G,kd,4675.365143752918,22810807.662770964,6.392697811126709,-0.432453,[-0.509 ~ -0.35],-23.104016,final,size20,mutual info regression
11342,linearRegression,delta G,kd,4672.703371396281,22785057.96736434,3.957432565756217,-0.589205,[-0.649 ~ -0.522],-23.076806,GAP,size20,mutual info regression
11343,Ridge,delta G,kd,4672.791817890832,22785803.848521184,3.827433531720771,-0.598517,[-0.658 ~ -0.532],-23.077594,GAP,size20,mutual info regression
11344,Lasso,delta G,kd,4672.808542438088,22785968.33756683,3.821742967571333,-0.600516,[-0.659 ~ -0.534],-23.077768,GAP,size20,mutual info regression
11345,ElasticNet,delta G,kd,4672.783244094615,22785737.87129522,3.844492697790589,-0.597736,[-0.657 ~ -0.531],-23.077525,GAP,size20,mutual info regression
11346,SVR,delta G,kd,4673.70931660756,22794832.14788724,3.699070933912495,-0.68235,[-0.731 ~ -0.626],-23.087135,GAP,size20,mutual info regression
11347,DecisionTree,delta G,kd,4673.7081539592,22795303.38942451,9.445652180347452,-0.289343,[-0.376 ~ -0.197],-23.087633,GAP,size20,mutual info regression
11348,RandomForest,delta G,kd,4674.109495815373,22798925.425194565,4.202595590773682,-0.643217,[-0.697 ~ -0.582],-23.09146,GAP,size20,mutual info regression
11349,XGBoost,delta G,kd,4675.246578069721,22809750.9382766,6.055165767669678,-0.461324,[-0.535 ~ -0.381],-23.102899,GAP,size20,mutual info regression
11350,linearRegression,delta G,kd,4673.119880065528,22788814.38418752,4.1066324640908105,-0.550602,[-0.615 ~ -0.479],-23.080776,slim,size20,mutual info regression
11351,Ridge,delta G,kd,4673.289679783728,22790311.15533344,3.9235682116061295,-0.564662,[-0.628 ~ -0.494],-23.082357,slim,size20,mutual info regression
11352,Lasso,delta G,kd,4673.182944697667,22789375.370588288,4.042828688012996,-0.555742,[-0.62 ~ -0.484],-23.081368,slim,size20,mutual info regression
11353,ElasticNet,delta G,kd,4673.217144846278,22789674.187525164,4.002826057618876,-0.558663,[-0.622 ~ -0.488],-23.081684,slim,size20,mutual info regression
11354,SVR,delta G,kd,4674.879708326589,22805571.69717905,3.663084478429649,-0.660753,[-0.712 ~ -0.602],-23.098483,slim,size20,mutual info regression
11355,DecisionTree,delta G,kd,4674.0586353166,22799229.6856109,10.20479130233604,-0.299809,[-0.386 ~ -0.208],-23.091781,slim,size20,mutual info regression
11356,RandomForest,delta G,kd,4674.235400777562,22800318.789266933,4.257771215070819,-0.660943,[-0.713 ~ -0.602],-23.092932,slim,size20,mutual info regression
11357,XGBoost,delta G,kd,4675.712867298863,22814615.32321585,5.688819408416748,-0.536969,[-0.603 ~ -0.464],-23.108039,slim,size20,mutual info regression
11358,linearRegression,delta G,kd,4672.173847579915,22779865.901199955,4.337038026972953,-0.508377,[-0.577 ~ -0.432],-23.07132,final,size25,f regression 
11359,Ridge,delta G,kd,4672.330923422228,22781286.07844657,4.159036159465637,-0.524437,[-0.592 ~ -0.45],-23.072821,final,size25,f regression 
11360,Lasso,delta G,kd,4672.541029474513,22783255.22657183,3.909602188302437,-0.558915,[-0.623 ~ -0.488],-23.074901,final,size25,f regression 
11361,ElasticNet,delta G,kd,4672.609892485715,22783809.916544013,3.809924000765112,-0.561656,[-0.625 ~ -0.491],-23.075487,final,size25,f regression 
11362,SVR,delta G,kd,4673.803918671926,22794565.26401085,2.964278055221297,-0.652738,[-0.705 ~ -0.593],-23.086853,final,size25,f regression 
11363,DecisionTree,delta G,kd,4672.007520837572,22778855.38061791,9.819557215375877,-0.248931,[-0.338 ~ -0.155],-23.070252,final,size25,f regression 
11364,RandomForest,delta G,kd,4673.779023329247,22795009.650166627,3.962751304613095,-0.575195,[-0.637 ~ -0.506],-23.087322,final,size25,f regression 
11365,XGBoost,delta G,kd,4673.497992514711,22792985.702137724,6.130906105041504,-0.420492,[-0.498 ~ -0.337],-23.085183,final,size25,f regression 
11366,linearRegression,delta G,kd,4672.769174504397,22785376.478117533,3.822078950649282,-0.570347,[-0.633 ~ -0.501],-23.077143,GAP,size25,f regression 
11367,Ridge,delta G,kd,4672.888997135255,22786470.199541025,3.67734947567308,-0.589298,[-0.65 ~ -0.522],-23.078299,GAP,size25,f regression 
11368,Lasso,delta G,kd,4672.84648620951,22786083.55405268,3.727174871923103,-0.582838,[-0.644 ~ -0.514],-23.07789,GAP,size25,f regression 
11369,ElasticNet,delta G,kd,4672.860026653659,22786208.013216674,3.710450601955295,-0.585194,[-0.646 ~ -0.517],-23.078021,GAP,size25,f regression 
11370,SVR,delta G,kd,4674.068378027244,22797295.49311896,3.165652278242153,-0.65292,[-0.706 ~ -0.593],-23.089738,GAP,size25,f regression 
11371,DecisionTree,delta G,kd,4674.271234480187,22800311.52325482,9.866409516601058,-0.263269,[-0.352 ~ -0.17],-23.092925,GAP,size25,f regression 
