,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
8401,Ridge,Affinity Data Value,ki,282020.50757099484,1095470469124.2831,74559.59143417672,0.187791,[0.092 ~ 0.28],-0.031348,final size35 f regression
8402,Lasso,Affinity Data Value,ki,279775.85898575344,1092981351926.4094,70443.5874595036,0.18135,[0.085 ~ 0.274],-0.029004,final size35 f regression
8403,ElasticNet,Affinity Data Value,ki,277334.32101001585,1104109876848.348,26412.148763675574,0.223368,[0.129 ~ 0.314],-0.039481,final size35 f regression
8404,SVR,Affinity Data Value,ki,263937.8517539373,1131759020151.757,56.67976474446212,0.303455,[0.212 ~ 0.39],-0.065512,final size35 f regression
8405,DecisionTree,Affinity Data Value,ki,286901.6780950877,1097219100143.9452,114569.84638007435,0.109699,[0.012 ~ 0.205],-0.032994,final size35 f regression
8406,RandomForest,Affinity Data Value,ki,272800.14548435435,1063529842777.4923,72606.36915287928,0.362263,[0.274 ~ 0.444],-0.001277,final size35 f regression
8407,XGBoost,Affinity Data Value,ki,280361.33702482685,1056572186567.4294,103457.2890625,0.322048,[0.232 ~ 0.407],0.005274,final size35 f regression
8408,linearRegression,Affinity Data Value,ki,280152.151210951,1101197408757.7593,53106.08078959672,0.20573,[0.11 ~ 0.297],-0.036739,GAP size35 f regression
8409,Ridge,Affinity Data Value,ki,282739.0074141758,1096283937206.9218,74727.64544886553,0.180265,[0.084 ~ 0.273],-0.032114,GAP size35 f regression
8410,Lasso,Affinity Data Value,ki,279558.5245508855,1092031441458.3145,71257.45294262515,0.185822,[0.09 ~ 0.278],-0.02811,GAP size35 f regression
8411,ElasticNet,Affinity Data Value,ki,277589.15347218537,1102064847772.5205,27478.550850861102,0.242759,[0.149 ~ 0.333],-0.037556,GAP size35 f regression
8412,SVR,Affinity Data Value,ki,263936.54060360027,1131755957396.589,57.888774188700204,0.31759,[0.227 ~ 0.403],-0.065509,GAP size35 f regression
8413,DecisionTree,Affinity Data Value,ki,274246.8289757894,1055443037396.4421,142747.68948955438,0.257449,[0.164 ~ 0.346],0.006337,GAP size35 f regression
8414,RandomForest,Affinity Data Value,ki,275993.49148946314,1063728423806.0187,105847.94581794449,0.254906,[0.161 ~ 0.344],-0.001464,GAP size35 f regression
8415,XGBoost,Affinity Data Value,ki,281306.71492843784,1093629332289.9381,94750.3046875,0.162978,[0.066 ~ 0.257],-0.029614,GAP size35 f regression
8416,linearRegression,Affinity Data Value,ki,277739.73542584,1093521582412.881,43958.13368055084,0.331551,[0.242 ~ 0.416],-0.029513,slim size35 f regression
8417,Ridge,Affinity Data Value,ki,277215.4325289264,1093373154426.6145,42776.1434724206,0.336542,[0.247 ~ 0.42],-0.029373,slim size35 f regression
8418,Lasso,Affinity Data Value,ki,274059.3597922163,1094380124590.8346,34692.89215395088,0.3616,[0.274 ~ 0.444],-0.030321,slim size35 f regression
8419,ElasticNet,Affinity Data Value,ki,276088.03172281873,1101977857200.0479,19193.464751172454,0.345948,[0.257 ~ 0.429],-0.037474,slim size35 f regression
8420,SVR,Affinity Data Value,ki,263935.02532266907,1131756121221.729,51.960870673918855,0.355215,[0.267 ~ 0.438],-0.065509,slim size35 f regression
8421,DecisionTree,Affinity Data Value,ki,284063.36234771926,1130475197704.2075,156363.32156581533,0.03141,[-0.066 ~ 0.129],-0.064303,slim size35 f regression
8422,RandomForest,Affinity Data Value,ki,274296.976225379,1078368080702.5286,104131.60715639615,0.195406,[0.1 ~ 0.288],-0.015246,slim size35 f regression
8423,XGBoost,Affinity Data Value,ki,281843.7966990426,1096296786299.1456,85935.9609375,0.155002,[0.058 ~ 0.249],-0.032126,slim size35 f regression
8424,linearRegression,Affinity Data Value,ki,283773.9366067878,1103965607193.8662,59685.43628009682,0.145155,[0.048 ~ 0.239],-0.039346,final size35 r regression
8425,Ridge,Affinity Data Value,ki,284950.9204620208,1099592881812.1206,76124.41863454982,0.143268,[0.046 ~ 0.238],-0.035229,final size35 r regression
8426,Lasso,Affinity Data Value,ki,281710.9883154699,1097304462516.8577,69156.2821863573,0.145604,[0.049 ~ 0.24],-0.033074,final size35 r regression
8427,ElasticNet,Affinity Data Value,ki,280904.29506364773,1110788368129.8418,22627.564934213297,0.096016,[-0.002 ~ 0.192],-0.045769,final size35 r regression
8428,SVR,Affinity Data Value,ki,263954.5613651978,1131794934029.3264,35.11405599123337,0.110747,[0.013 ~ 0.206],-0.065546,final size35 r regression
8429,DecisionTree,Affinity Data Value,ki,269727.22464035085,1095708140010.5724,87388.64061317852,0.172246,[0.076 ~ 0.265],-0.031571,final size35 r regression
8430,RandomForest,Affinity Data Value,ki,271433.0550056351,1080706140471.4105,76535.34952802815,0.26074,[0.167 ~ 0.349],-0.017448,final size35 r regression
8431,XGBoost,Affinity Data Value,ki,276486.54807606596,1083836485374.12,96764.328125,0.215155,[0.12 ~ 0.306],-0.020395,final size35 r regression
8432,linearRegression,Affinity Data Value,ki,284359.21265009674,1101079756238.548,60554.3008859387,0.159162,[0.062 ~ 0.253],-0.036629,GAP size35 r regression
8433,Ridge,Affinity Data Value,ki,285567.3099692884,1096789669181.2351,76897.5126028413,0.154293,[0.058 ~ 0.248],-0.03259,GAP size35 r regression
8434,Lasso,Affinity Data Value,ki,283061.0674577937,1093113107975.2247,61469.951717614276,0.167809,[0.071 ~ 0.261],-0.029128,GAP size35 r regression
8435,ElasticNet,Affinity Data Value,ki,280826.41712447535,1110272978977.0776,22738.900065440157,0.104706,[0.007 ~ 0.2],-0.045284,GAP size35 r regression
8436,SVR,Affinity Data Value,ki,263954.73701837636,1131794865664.9976,35.81868563702458,0.117162,[0.02 ~ 0.212],-0.065546,GAP size35 r regression
8437,DecisionTree,Affinity Data Value,ki,261111.27756666666,986289017919.6539,177415.5452549359,0.444078,[0.362 ~ 0.519],0.071443,GAP size35 r regression
8438,RandomForest,Affinity Data Value,ki,276529.1333316772,1082221351774.0096,109506.20917737676,0.188481,[0.093 ~ 0.281],-0.018874,GAP size35 r regression
8439,XGBoost,Affinity Data Value,ki,280375.3430842698,1086980608736.5303,129627.859375,0.159883,[0.063 ~ 0.254],-0.023355,GAP size35 r regression
8440,linearRegression,Affinity Data Value,ki,277739.73542584,1093521582412.881,43958.13368055084,0.331551,[0.242 ~ 0.416],-0.029513,slim size35 r regression
8441,Ridge,Affinity Data Value,ki,277215.4325289251,1093373154426.6115,42776.14347242412,0.336542,[0.247 ~ 0.42],-0.029373,slim size35 r regression
8442,Lasso,Affinity Data Value,ki,273634.46698014374,1094980525795.425,32892.73794962605,0.362908,[0.275 ~ 0.445],-0.030886,slim size35 r regression
8443,ElasticNet,Affinity Data Value,ki,276088.03172281885,1101977857200.048,19193.46475117246,0.345948,[0.257 ~ 0.429],-0.037474,slim size35 r regression
8444,SVR,Affinity Data Value,ki,263935.025322669,1131756121221.729,51.96087067391886,0.355215,[0.267 ~ 0.438],-0.065509,slim size35 r regression
8445,DecisionTree,Affinity Data Value,ki,270855.2961063158,1096986103726.182,85969.68931154064,0.172762,[0.076 ~ 0.266],-0.032775,slim size35 r regression
8446,RandomForest,Affinity Data Value,ki,274411.9422092947,1076561509211.9318,109406.54148984309,0.197623,[0.102 ~ 0.29],-0.013546,slim size35 r regression
8447,XGBoost,Affinity Data Value,ki,281843.79669904266,1096296786299.1459,85935.9609375,0.155002,[0.058 ~ 0.249],-0.032126,slim size35 r regression
8448,linearRegression,Affinity Data Value,ki,278958.3347223156,1101809970528.6404,42205.9506513151,0.255539,[0.162 ~ 0.345],-0.037316,final size35 mutual info regression
8449,Ridge,Affinity Data Value,ki,276094.2672698427,1100051035673.748,37073.207779830234,0.289369,[0.197 ~ 0.376],-0.03566,final size35 mutual info regression
8450,Lasso,Affinity Data Value,ki,275249.6542241161,1101862082431.2402,22322.59443778013,0.310128,[0.219 ~ 0.396],-0.037365,final size35 mutual info regression
8451,ElasticNet,Affinity Data Value,ki,275735.42770926544,1106977127599.7178,15029.159849265381,0.306604,[0.215 ~ 0.392],-0.042181,final size35 mutual info regression
8452,SVR,Affinity Data Value,ki,263941.4195423237,1131768885722.9902,47.72084919324114,0.319665,[0.229 ~ 0.405],-0.065521,final size35 mutual info regression
8453,DecisionTree,Affinity Data Value,ki,279805.0367652632,1059299542993.9829,164239.50930793132,0.224154,[0.129 ~ 0.315],0.002706,final size35 mutual info regression
8454,RandomForest,Affinity Data Value,ki,269358.5126553088,1061432005261.8136,72540.9679000437,0.379917,[0.293 ~ 0.46],0.000698,final size35 mutual info regression
8455,XGBoost,Affinity Data Value,ki,279867.7846422392,1070264076961.644,105881.6640625,0.26075,[0.167 ~ 0.349],-0.007617,final size35 mutual info regression
8456,linearRegression,Affinity Data Value,ki,279533.53978810966,1095975784065.2106,47241.76164076178,0.271129,[0.178 ~ 0.359],-0.031823,GAP size35 mutual info regression
8457,Ridge,Affinity Data Value,ki,277780.60722928244,1094153323924.6947,42557.18333691832,0.301431,[0.21 ~ 0.388],-0.030108,GAP size35 mutual info regression
8458,Lasso,Affinity Data Value,ki,274239.6381266816,1095136453058.5504,32397.608285700357,0.339203,[0.25 ~ 0.423],-0.031033,GAP size35 mutual info regression
8459,ElasticNet,Affinity Data Value,ki,276585.0162648062,1102983668087.9387,19135.27757802413,0.317843,[0.227 ~ 0.403],-0.038421,GAP size35 mutual info regression
8460,SVR,Affinity Data Value,ki,263936.2734949134,1131759383104.0315,54.77882487665334,0.323646,[0.233 ~ 0.408],-0.065512,GAP size35 mutual info regression
8461,DecisionTree,Affinity Data Value,ki,280557.5930214035,1093194587629.6294,108334.01893040635,0.1465,[0.05 ~ 0.241],-0.029205,GAP size35 mutual info regression
8462,RandomForest,Affinity Data Value,ki,275383.47379880707,1072499577650.4812,97313.26222946495,0.231006,[0.136 ~ 0.321],-0.009721,GAP size35 mutual info regression
8463,XGBoost,Affinity Data Value,ki,279443.62938579754,1068746897549.9805,135062.1875,0.211737,[0.117 ~ 0.303],-0.006188,GAP size35 mutual info regression
8464,linearRegression,Affinity Data Value,ki,277739.73542584,1093521582412.881,43958.13368055084,0.331551,[0.242 ~ 0.416],-0.029513,slim size35 mutual info regression
8465,Ridge,Affinity Data Value,ki,277215.4325289323,1093373154426.6016,42776.14347242692,0.336542,[0.247 ~ 0.42],-0.029373,slim size35 mutual info regression
8466,Lasso,Affinity Data Value,ki,273736.3995223812,1094802374365.1947,33361.022297040305,0.362766,[0.275 ~ 0.445],-0.030719,slim size35 mutual info regression
8467,ElasticNet,Affinity Data Value,ki,276088.0317228188,1101977857200.048,19193.464751172454,0.345948,[0.257 ~ 0.429],-0.037474,slim size35 mutual info regression
8468,SVR,Affinity Data Value,ki,263935.025322669,1131756121221.7288,51.96087067391885,0.355215,[0.267 ~ 0.438],-0.065509,slim size35 mutual info regression
8469,DecisionTree,Affinity Data Value,ki,283541.3954214035,1128999350141.2136,158095.69858224705,0.0373,[-0.061 ~ 0.134],-0.062914,slim size35 mutual info regression
8470,RandomForest,Affinity Data Value,ki,273582.56460165966,1070942017372.9176,97542.5577370651,0.237338,[0.143 ~ 0.327],-0.008255,slim size35 mutual info regression
8471,XGBoost,Affinity Data Value,ki,281843.79669904266,1096296786299.1459,85935.96875,0.155002,[0.058 ~ 0.249],-0.032126,slim size35 mutual info regression
8472,linearRegression,Affinity Data Value,ki,281293.2872181715,1098665409728.452,55564.71713404904,0.223171,[0.128 ~ 0.314],-0.034356,final size40 f regression
8473,Ridge,Affinity Data Value,ki,283132.83210242697,1093930781876.327,73766.45850201628,0.197417,[0.102 ~ 0.289],-0.029898,final size40 f regression
8474,Lasso,Affinity Data Value,ki,280096.6807043166,1091601494205.3312,71472.73766823889,0.191186,[0.095 ~ 0.284],-0.027705,final size40 f regression
8475,ElasticNet,Affinity Data Value,ki,277049.1112595894,1103633713601.7136,26593.957639243155,0.231396,[0.137 ~ 0.322],-0.039033,final size40 f regression
8476,SVR,Affinity Data Value,ki,263940.76071122434,1131763930835.8008,52.37443687686459,0.310653,[0.22 ~ 0.396],-0.065517,final size40 f regression
8477,DecisionTree,Affinity Data Value,ki,286556.8611898245,1055536321725.7136,121441.68205457571,0.269104,[0.176 ~ 0.357],0.006249,final size40 f regression
8478,RandomForest,Affinity Data Value,ki,273774.3789145158,1065176147057.3004,67024.441804835,0.376875,[0.29 ~ 0.458],-0.002827,final size40 f regression
8479,XGBoost,Affinity Data Value,ki,278651.50911732507,1048555343937.9498,106079.3359375,0.353577,[0.265 ~ 0.436],0.012821,final size40 f regression
8480,linearRegression,Affinity Data Value,ki,279988.5796638345,1094835837301.353,54301.51167656442,0.237783,[0.143 ~ 0.328],-0.03075,GAP size40 f regression
8481,Ridge,Affinity Data Value,ki,283119.8692351468,1090000056442.536,75611.7362946584,0.203809,[0.108 ~ 0.296],-0.026197,GAP size40 f regression
8482,Lasso,Affinity Data Value,ki,284155.6492669593,1089982024989.6162,63156.21562622164,0.180404,[0.084 ~ 0.273],-0.02618,GAP size40 f regression
8483,ElasticNet,Affinity Data Value,ki,277961.1296195714,1100820571960.8523,27727.226076676983,0.252922,[0.159 ~ 0.342],-0.036385,GAP size40 f regression
8484,SVR,Affinity Data Value,ki,263935.5977945844,1131753957584.4746,57.91795259456903,0.321619,[0.231 ~ 0.406],-0.065507,GAP size40 f regression
8485,DecisionTree,Affinity Data Value,ki,277206.9091863158,1058826985341.2386,132052.51569322625,0.256122,[0.163 ~ 0.345],0.003151,GAP size40 f regression
8486,RandomForest,Affinity Data Value,ki,274761.39755240706,1067239128176.6288,95992.2151215888,0.258262,[0.165 ~ 0.347],-0.004769,GAP size40 f regression
8487,XGBoost,Affinity Data Value,ki,273629.6839490362,1066551663893.146,93074.2421875,0.303854,[0.213 ~ 0.39],-0.004122,GAP size40 f regression
8488,linearRegression,Affinity Data Value,ki,283876.22979135567,1103302859970.6482,60897.99525102193,0.1526,[0.056 ~ 0.247],-0.038722,final size40 r regression
8489,Ridge,Affinity Data Value,ki,284867.5995349933,1098782289724.9039,76943.96036862012,0.150393,[0.054 ~ 0.244],-0.034466,final size40 r regression
8490,Lasso,Affinity Data Value,ki,283255.44091335736,1095376060063.073,62378.18595846784,0.151169,[0.054 ~ 0.245],-0.031259,final size40 r regression
8491,ElasticNet,Affinity Data Value,ki,280841.1746871395,1110778930720.5818,22618.795528067287,0.096762,[-0.001 ~ 0.193],-0.04576,final size40 r regression
8492,SVR,Affinity Data Value,ki,263957.4221413151,1131800464260.6653,36.14208663616589,0.08525,[-0.012 ~ 0.181],-0.065551,final size40 r regression
8493,DecisionTree,Affinity Data Value,ki,273726.6276670176,1094205143179.6892,102748.63087275137,0.156043,[0.059 ~ 0.25],-0.030156,final size40 r regression
8494,RandomForest,Affinity Data Value,ki,269960.14972537546,1079493724259.4733,78973.81541717426,0.266224,[0.173 ~ 0.355],-0.016306,final size40 r regression
8495,XGBoost,Affinity Data Value,ki,275694.1059350252,1077508711488.6077,105015.53125,0.239468,[0.145 ~ 0.329],-0.014437,final size40 r regression
8496,linearRegression,Affinity Data Value,ki,284315.6495434051,1100382350632.8525,61577.828667082664,0.166649,[0.07 ~ 0.26],-0.035972,GAP size40 r regression
8497,Ridge,Affinity Data Value,ki,285309.22821679263,1095950695485.0416,77572.10828010907,0.161434,[0.065 ~ 0.255],-0.0318,GAP size40 r regression
8498,Lasso,Affinity Data Value,ki,281706.60302055365,1099259784318.2864,39468.34385746999,0.173424,[0.077 ~ 0.267],-0.034915,GAP size40 r regression
8499,ElasticNet,Affinity Data Value,ki,280758.90919695434,1110267521403.5474,22727.3928342039,0.10545,[0.008 ~ 0.201],-0.045279,GAP size40 r regression
8500,SVR,Affinity Data Value,ki,263957.65402620286,1131800490975.3127,36.47869039679951,0.09114,[-0.007 ~ 0.187],-0.065551,GAP size40 r regression
8501,DecisionTree,Affinity Data Value,ki,271349.70447403507,1088926350861.7623,184308.33010879718,0.165964,[0.069 ~ 0.259],-0.025187,GAP size40 r regression
8502,RandomForest,Affinity Data Value,ki,272961.4712706596,1080921954455.4877,97966.72735018175,0.213611,[0.118 ~ 0.305],-0.017651,GAP size40 r regression
8503,XGBoost,Affinity Data Value,ki,271630.4223250051,1075368735580.2246,100646.4609375,0.244408,[0.15 ~ 0.334],-0.012423,GAP size40 r regression
8504,linearRegression,Affinity Data Value,ki,280539.0462933529,1101382753713.6394,44847.359836295785,0.26663,[0.174 ~ 0.355],-0.036914,final size40 mutual info regression
8505,Ridge,Affinity Data Value,ki,277725.9785089138,1099967055647.8403,39892.28623031588,0.296842,[0.205 ~ 0.383],-0.035581,final size40 mutual info regression
8506,Lasso,Affinity Data Value,ki,275695.14303278335,1101281993836.6584,22664.104614403663,0.310072,[0.219 ~ 0.396],-0.036819,final size40 mutual info regression
8507,ElasticNet,Affinity Data Value,ki,274928.9995771083,1105910173882.0466,17015.43462508692,0.318651,[0.228 ~ 0.404],-0.041176,final size40 mutual info regression
8508,SVR,Affinity Data Value,ki,263941.9139478331,1131769214458.5854,43.775692430421394,0.34262,[0.253 ~ 0.426],-0.065522,final size40 mutual info regression
8509,DecisionTree,Affinity Data Value,ki,270535.4590494737,1031733666212.0721,161695.61348548724,0.318709,[0.228 ~ 0.404],0.028658,final size40 mutual info regression
8510,RandomForest,Affinity Data Value,ki,268609.9077753368,1068417359755.4714,67580.31597283685,0.353964,[0.266 ~ 0.437],-0.005878,final size40 mutual info regression
8511,XGBoost,Affinity Data Value,ki,286132.4836782631,1072331805650.8593,119795.8046875,0.222719,[0.128 ~ 0.314],-0.009563,final size40 mutual info regression
8512,linearRegression,Affinity Data Value,ki,279633.8506025443,1097346881358.2172,47337.37175041272,0.269067,[0.176 ~ 0.357],-0.033114,GAP size40 mutual info regression
8513,Ridge,Affinity Data Value,ki,277776.60309613775,1095409468789.7,43122.97216655028,0.297801,[0.206 ~ 0.384],-0.03129,GAP size40 mutual info regression
8514,Lasso,Affinity Data Value,ki,278307.7745932393,1096563907005.1377,25106.217472111526,0.321711,[0.231 ~ 0.407],-0.032377,GAP size40 mutual info regression
8515,ElasticNet,Affinity Data Value,ki,276254.2799801145,1102792447183.2703,19168.97626178706,0.325783,[0.236 ~ 0.41],-0.038241,GAP size40 mutual info regression
