,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
210,Lasso,delta G,all,22786361.002734583,3.9544529187350035,-0.569464,[-0.632 ~ -0.5],-23.078183,slim size15 mutual info regression
211,ElasticNet,delta G,all,22785824.41611738,3.9921611000507577,-0.564919,[-0.628 ~ -0.495],-23.077616,slim size15 mutual info regression
212,SVR,delta G,all,22783503.20246782,4.598652919158393,-0.656228,[-0.708 ~ -0.597],-23.075163,slim size15 mutual info regression
213,DecisionTree,delta G,all,22783680.905691624,10.19697275166812,-0.399268,[-0.478 ~ -0.314],-23.075351,slim size15 mutual info regression
214,RandomForest,delta G,all,22781294.01363025,4.902428799653526,-0.681828,[-0.731 ~ -0.626],-23.072829,slim size15 mutual info regression
215,XGBoost,delta G,all,22786794.729046125,6.9825286865234375,-0.577485,[-0.639 ~ -0.509],-23.078641,slim size15 mutual info regression
216,linearRegression,delta G,all,22793083.486976005,4.588444970260747,-0.266161,[-0.355 ~ -0.173],-23.085287,final size20 f regression
217,Ridge,delta G,all,22792819.185204607,4.406678700020909,-0.282981,[-0.37 ~ -0.191],-23.085007,final size20 f regression
218,Lasso,delta G,all,22792546.669149347,3.8967013578409704,-0.350621,[-0.433 ~ -0.262],-23.08472,final size20 f regression
219,ElasticNet,delta G,all,22792492.694308378,3.852206843221534,-0.348546,[-0.431 ~ -0.26],-23.084662,final size20 f regression
220,SVR,delta G,all,22789279.875097174,3.706915246164751,-0.405301,[-0.484 ~ -0.32],-23.081268,final size20 f regression
221,DecisionTree,delta G,all,22788438.92497499,11.096268337783032,-0.213176,[-0.304 ~ -0.118],-23.080379,final size20 f regression
222,RandomForest,delta G,all,22794187.195144136,5.779311989608712,-0.325069,[-0.41 ~ -0.235],-23.086453,final size20 f regression
223,XGBoost,delta G,all,22794945.503409337,7.234776496887207,-0.266589,[-0.355 ~ -0.173],-23.087254,final size20 f regression
224,linearRegression,delta G,all,22792950.583283402,4.635654808125809,-0.269457,[-0.358 ~ -0.176],-23.085146,GAP size20 f regression
225,Ridge,delta G,all,22792712.420838818,4.451084783640315,-0.286393,[-0.374 ~ -0.194],-23.084895,GAP size20 f regression
226,Lasso,delta G,all,22792435.793509766,3.927110865282406,-0.355425,[-0.438 ~ -0.267],-23.084602,GAP size20 f regression
227,ElasticNet,delta G,all,22792333.373498484,3.89377577170507,-0.354287,[-0.437 ~ -0.266],-23.084494,GAP size20 f regression
228,SVR,delta G,all,22788960.788445093,3.965618024137774,-0.425207,[-0.502 ~ -0.342],-23.08093,GAP size20 f regression
229,DecisionTree,delta G,all,22787500.611162003,11.821872855660734,-0.255426,[-0.344 ~ -0.162],-23.079387,GAP size20 f regression
230,RandomForest,delta G,all,22791582.09644515,5.687922615833541,-0.3631,[-0.445 ~ -0.275],-23.0837,GAP size20 f regression
231,XGBoost,delta G,all,22796601.81794473,7.580471515655518,-0.30354,[-0.39 ~ -0.212],-23.089005,GAP size20 f regression
232,linearRegression,delta G,all,22783452.510354288,4.7597711737246975,-0.53651,[-0.603 ~ -0.463],-23.07511,slim size20 f regression
233,Ridge,delta G,all,22783610.820053313,4.7423817157777775,-0.53738,[-0.603 ~ -0.464],-23.075277,slim size20 f regression
234,Lasso,delta G,all,22785373.282989737,4.53119120283655,-0.546361,[-0.611 ~ -0.474],-23.077139,slim size20 f regression
235,ElasticNet,delta G,all,22784617.28372367,4.631745643554845,-0.542675,[-0.608 ~ -0.47],-23.076341,slim size20 f regression
236,SVR,delta G,all,22789826.996279277,4.043585629022297,-0.626939,[-0.683 ~ -0.564],-23.081846,slim size20 f regression
237,DecisionTree,delta G,all,22778844.614800896,10.477468407001188,-0.338025,[-0.422 ~ -0.249],-23.070241,slim size20 f regression
238,RandomForest,delta G,all,22791214.21790273,4.7089003813796495,-0.621133,[-0.678 ~ -0.557],-23.083312,slim size20 f regression
239,XGBoost,delta G,all,22781882.84359786,7.14640474319458,-0.47769,[-0.55 ~ -0.399],-23.073451,slim size20 f regression
240,linearRegression,delta G,all,22780455.191975698,2.634675080759389,0.021981,[-0.076 ~ 0.119],-23.071943,final size20 r regression
241,Ridge,delta G,all,22780270.789222647,2.35310023422914,0.013813,[-0.084 ~ 0.111],-23.071748,final size20 r regression
242,Lasso,delta G,all,22780198.891480196,1.3137938292292466,-0.060815,[-0.158 ~ 0.037],-23.071672,final size20 r regression
243,ElasticNet,delta G,all,22780153.419621617,1.8982557020620063,-0.00591,[-0.103 ~ 0.092],-23.071624,final size20 r regression
244,SVR,delta G,all,22783780.486294944,1.4658271690163487,-0.151609,[-0.246 ~ -0.055],-23.075456,final size20 r regression
245,DecisionTree,delta G,all,22790438.13682937,9.757659463786785,-0.232578,[-0.323 ~ -0.138],-23.082491,final size20 r regression
246,RandomForest,delta G,all,22782433.776651334,5.193749284623847,-0.219218,[-0.31 ~ -0.124],-23.074033,final size20 r regression
247,XGBoost,delta G,all,22778287.10771181,6.422867298126221,-0.091641,[-0.188 ~ 0.006],-23.069652,final size20 r regression
248,linearRegression,delta G,all,22778492.545590226,3.2175436473527146,-0.128271,[-0.223 ~ -0.031],-23.069869,GAP size20 r regression
249,Ridge,delta G,all,22778342.458449923,3.003856107732165,-0.145178,[-0.239 ~ -0.048],-23.06971,GAP size20 r regression
250,Lasso,delta G,all,22778341.926048327,2.251520402526295,-0.240673,[-0.331 ~ -0.146],-23.069709,GAP size20 r regression
251,ElasticNet,delta G,all,22778236.420014225,2.7325294731976593,-0.171843,[-0.265 ~ -0.075],-23.069598,GAP size20 r regression
252,SVR,delta G,all,22779770.47170299,2.522791704366993,-0.340793,[-0.424 ~ -0.252],-23.071219,GAP size20 r regression
253,DecisionTree,delta G,all,22785036.538076956,10.296202711635653,-0.087977,[-0.184 ~ 0.01],-23.076784,GAP size20 r regression
254,RandomForest,delta G,all,22778238.779722594,4.639611655515946,-0.212155,[-0.304 ~ -0.117],-23.0696,GAP size20 r regression
255,XGBoost,delta G,all,22780506.881079517,6.712899208068848,-0.164635,[-0.258 ~ -0.068],-23.071997,GAP size20 r regression
256,linearRegression,delta G,all,22785379.12727358,4.279502375331708,-0.635414,[-0.69 ~ -0.573],-23.077146,slim size20 r regression
257,Ridge,delta G,all,22785484.293324918,4.249542197993005,-0.635579,[-0.69 ~ -0.574],-23.077257,slim size20 r regression
258,Lasso,delta G,all,22785567.314250644,4.252205636203093,-0.63624,[-0.691 ~ -0.574],-23.077344,slim size20 r regression
259,ElasticNet,delta G,all,22785519.601129692,4.2484666763230114,-0.63572,[-0.69 ~ -0.574],-23.077294,slim size20 r regression
260,SVR,delta G,all,22781140.10173049,4.71049291896919,-0.663688,[-0.715 ~ -0.605],-23.072666,slim size20 r regression
261,DecisionTree,delta G,all,22794277.286525015,10.176245749211885,-0.405954,[-0.484 ~ -0.321],-23.086548,slim size20 r regression
262,RandomForest,delta G,all,22784665.161869254,5.289262593543874,-0.687218,[-0.736 ~ -0.632],-23.076391,slim size20 r regression
263,XGBoost,delta G,all,22783773.23787164,6.984274387359619,-0.552031,[-0.616 ~ -0.48],-23.075449,slim size20 r regression
264,linearRegression,delta G,all,22792590.97727252,4.334810898823373,-0.373193,[-0.454 ~ -0.286],-23.084766,final size20 mutual info regression
265,Ridge,delta G,all,22792631.684735797,4.322110716271191,-0.372863,[-0.454 ~ -0.286],-23.084809,final size20 mutual info regression
266,Lasso,delta G,all,22793757.17881421,4.212558360390102,-0.380957,[-0.461 ~ -0.294],-23.085999,final size20 mutual info regression
267,ElasticNet,delta G,all,22793126.00245648,4.234660924998467,-0.374193,[-0.455 ~ -0.287],-23.085332,final size20 mutual info regression
268,SVR,delta G,all,22789261.562250774,4.0154178807092755,-0.402986,[-0.482 ~ -0.318],-23.081248,final size20 mutual info regression
269,DecisionTree,delta G,all,22793497.703274544,11.026481482483435,-0.23963,[-0.33 ~ -0.145],-23.085724,final size20 mutual info regression
270,RandomForest,delta G,all,22793732.148909807,4.665665219102992,-0.411368,[-0.489 ~ -0.327],-23.085972,final size20 mutual info regression
271,XGBoost,delta G,all,22793280.40017817,6.996093273162842,-0.386143,[-0.466 ~ -0.3],-23.085495,final size20 mutual info regression
272,linearRegression,delta G,all,22783130.32854767,4.098721669916741,-0.613803,[-0.671 ~ -0.549],-23.074769,GAP size20 mutual info regression
273,Ridge,delta G,all,22783349.60545501,4.085598493926495,-0.613267,[-0.671 ~ -0.548],-23.075001,GAP size20 mutual info regression
274,Lasso,delta G,all,22784068.858177323,4.043527209590609,-0.612682,[-0.67 ~ -0.548],-23.075761,GAP size20 mutual info regression
275,ElasticNet,delta G,all,22784337.64341457,4.029287941228814,-0.610335,[-0.668 ~ -0.545],-23.076045,GAP size20 mutual info regression
276,SVR,delta G,all,22784157.456566103,4.673345270863995,-0.611658,[-0.669 ~ -0.547],-23.075855,GAP size20 mutual info regression
277,DecisionTree,delta G,all,22784535.749788824,10.221071797950149,-0.376455,[-0.457 ~ -0.289],-23.076254,GAP size20 mutual info regression
278,RandomForest,delta G,all,22783685.38923344,5.3471823679493795,-0.615159,[-0.672 ~ -0.551],-23.075356,GAP size20 mutual info regression
279,XGBoost,delta G,all,22778712.197130825,7.279049873352051,-0.531182,[-0.598 ~ -0.457],-23.070101,GAP size20 mutual info regression
280,linearRegression,delta G,all,22782701.930766154,4.152449480721241,-0.606526,[-0.665 ~ -0.541],-23.074317,slim size20 mutual info regression
281,Ridge,delta G,all,22782728.86030007,4.149119287464235,-0.606705,[-0.665 ~ -0.541],-23.074345,slim size20 mutual info regression
282,Lasso,delta G,all,22783275.594758097,4.1181621429782265,-0.608324,[-0.666 ~ -0.543],-23.074923,slim size20 mutual info regression
283,ElasticNet,delta G,all,22782895.745914638,4.133652555451186,-0.607535,[-0.666 ~ -0.542],-23.074521,slim size20 mutual info regression
284,SVR,delta G,all,22785055.123050395,4.741204423208888,-0.660922,[-0.713 ~ -0.602],-23.076803,slim size20 mutual info regression
285,DecisionTree,delta G,all,22784833.24583473,9.947411128993068,-0.245439,[-0.335 ~ -0.151],-23.076569,slim size20 mutual info regression
286,RandomForest,delta G,all,22782192.574157372,5.039180732329635,-0.66056,[-0.712 ~ -0.602],-23.073778,slim size20 mutual info regression
287,XGBoost,delta G,all,22779678.981218584,6.744561195373535,-0.525879,[-0.593 ~ -0.451],-23.071122,slim size20 mutual info regression
288,linearRegression,delta G,all,22792879.749794208,4.528137312944544,-0.28304,[-0.37 ~ -0.191],-23.085071,final size25 f regression
289,Ridge,delta G,all,22792675.287742015,4.366400791382602,-0.298743,[-0.385 ~ -0.207],-23.084855,final size25 f regression
290,Lasso,delta G,all,22792885.464846775,3.8778325053223646,-0.363956,[-0.446 ~ -0.276],-23.085078,final size25 f regression
291,ElasticNet,delta G,all,22792529.958614256,3.878103744159646,-0.360054,[-0.442 ~ -0.272],-23.084702,final size25 f regression
292,SVR,delta G,all,22789349.919410795,3.6870703498321964,-0.409081,[-0.487 ~ -0.324],-23.081342,final size25 f regression
293,DecisionTree,delta G,all,22790518.534727424,11.659215415732158,-0.235544,[-0.326 ~ -0.141],-23.082576,final size25 f regression
294,RandomForest,delta G,all,22791525.22655577,5.380424059917942,-0.363514,[-0.445 ~ -0.276],-23.08364,final size25 f regression
295,XGBoost,delta G,all,22795692.248057853,7.593114852905273,-0.269436,[-0.358 ~ -0.176],-23.088043,final size25 f regression
296,linearRegression,delta G,all,22792744.960426036,4.563093757023418,-0.285519,[-0.373 ~ -0.193],-23.084929,GAP size25 f regression
297,Ridge,delta G,all,22792520.45105097,4.401043267886663,-0.30173,[-0.388 ~ -0.21],-23.084692,GAP size25 f regression
298,Lasso,delta G,all,22792585.68044032,3.9196453252540397,-0.367666,[-0.449 ~ -0.28],-23.084761,GAP size25 f regression
299,ElasticNet,delta G,all,22792372.34523529,3.900884395911982,-0.365592,[-0.447 ~ -0.278],-23.084535,GAP size25 f regression
300,SVR,delta G,all,22789471.89371446,3.943641545893113,-0.4225,[-0.5 ~ -0.339],-23.08147,GAP size25 f regression
301,DecisionTree,delta G,all,22786928.506218344,10.895306648701974,-0.212681,[-0.304 ~ -0.117],-23.078783,GAP size25 f regression
302,RandomForest,delta G,all,22791224.304394364,5.358086424972814,-0.389956,[-0.47 ~ -0.304],-23.083322,GAP size25 f regression
303,XGBoost,delta G,all,22794160.364628263,7.276436805725098,-0.298986,[-0.385 ~ -0.207],-23.086425,GAP size25 f regression
304,linearRegression,delta G,all,22778776.23450975,4.921881660985707,-0.551731,[-0.616 ~ -0.48],-23.070168,slim size25 f regression
305,Ridge,delta G,all,22778972.608698554,4.898665132281526,-0.552946,[-0.617 ~ -0.481],-23.070376,slim size25 f regression
306,Lasso,delta G,all,22780401.730063494,4.731025668356237,-0.561415,[-0.625 ~ -0.491],-23.071886,slim size25 f regression
307,ElasticNet,delta G,all,22779396.99263501,4.8487111686036535,-0.555528,[-0.62 ~ -0.484],-23.070824,slim size25 f regression
308,SVR,delta G,all,22788727.615857884,4.145144972996264,-0.625519,[-0.682 ~ -0.562],-23.080684,slim size25 f regression
309,DecisionTree,delta G,all,22778993.27844943,10.028957407418037,-0.287738,[-0.375 ~ -0.196],-23.070398,slim size25 f regression
310,RandomForest,delta G,all,22785538.190305214,4.984976693678756,-0.619654,[-0.676 ~ -0.556],-23.077314,slim size25 f regression
311,XGBoost,delta G,all,22784973.2988923,7.113873481750488,-0.514562,[-0.583 ~ -0.439],-23.076717,slim size25 f regression
312,linearRegression,delta G,all,22780927.21513759,4.188959275352373,0.048078,[-0.05 ~ 0.145],-23.072441,final size25 r regression
313,Ridge,delta G,all,22780674.44096482,3.8323613137253454,0.044626,[-0.053 ~ 0.142],-23.072174,final size25 r regression
314,Lasso,delta G,all,22780767.936348584,2.3885670763223943,0.016087,[-0.082 ~ 0.114],-23.072273,final size25 r regression
315,ElasticNet,delta G,all,22780521.171416916,3.194476111693262,0.035608,[-0.062 ~ 0.133],-23.072012,final size25 r regression
316,SVR,delta G,all,22784374.990910742,1.548015194259768,-0.142103,[-0.236 ~ -0.045],-23.076085,final size25 r regression
317,DecisionTree,delta G,all,22766044.79880897,10.798849964700963,-0.06595,[-0.163 ~ 0.032],-23.056715,final size25 r regression
318,RandomForest,delta G,all,22775697.516224816,5.023734131058516,-0.223008,[-0.314 ~ -0.128],-23.066915,final size25 r regression
319,XGBoost,delta G,all,22779800.32210457,7.121603012084961,-0.142512,[-0.237 ~ -0.046],-23.071251,final size25 r regression
320,linearRegression,delta G,all,22779181.026694782,4.27754138996369,-0.065933,[-0.163 ~ 0.032],-23.070596,GAP size25 r regression
321,Ridge,delta G,all,22779017.02265221,4.020450921779103,-0.076101,[-0.172 ~ 0.022],-23.070423,GAP size25 r regression
322,Lasso,delta G,all,22778939.5256609,2.899971349220391,-0.147505,[-0.242 ~ -0.051],-23.070341,GAP size25 r regression
323,ElasticNet,delta G,all,22778877.185570687,3.5779296368942948,-0.097878,[-0.194 ~ -0.0],-23.070275,GAP size25 r regression
324,SVR,delta G,all,22780153.966621477,2.686518481961906,-0.32993,[-0.414 ~ -0.24],-23.071624,GAP size25 r regression
325,DecisionTree,delta G,all,22762148.82903461,10.051551630521626,-0.15048,[-0.245 ~ -0.054],-23.052598,GAP size25 r regression
326,RandomForest,delta G,all,22774706.415499877,4.657354134776052,-0.328579,[-0.413 ~ -0.239],-23.065868,GAP size25 r regression
327,XGBoost,delta G,all,22776803.030335035,7.105457305908203,-0.213965,[-0.305 ~ -0.119],-23.068083,GAP size25 r regression
328,linearRegression,delta G,all,22784642.421179723,4.437255793415792,-0.61953,[-0.676 ~ -0.555],-23.076367,slim size25 r regression
329,Ridge,delta G,all,22784737.11948471,4.407688606384264,-0.619111,[-0.676 ~ -0.555],-23.076467,slim size25 r regression
330,Lasso,delta G,all,22784821.320418555,4.411286638979628,-0.620428,[-0.677 ~ -0.557],-23.076556,slim size25 r regression
331,ElasticNet,delta G,all,22784774.943076406,4.40590620861311,-0.619511,[-0.676 ~ -0.555],-23.076507,slim size25 r regression
332,SVR,delta G,all,22781277.253101107,4.774526100212835,-0.642711,[-0.697 ~ -0.582],-23.072811,slim size25 r regression
333,DecisionTree,delta G,all,22789829.932793483,9.941661329853828,-0.357658,[-0.44 ~ -0.269],-23.081849,slim size25 r regression
334,RandomForest,delta G,all,22783697.50004876,5.386862026408085,-0.680181,[-0.729 ~ -0.624],-23.075369,slim size25 r regression
335,XGBoost,delta G,all,22780530.821784396,6.790404319763184,-0.551634,[-0.616 ~ -0.48],-23.072022,slim size25 r regression
336,linearRegression,delta G,all,22794213.280960537,3.7051820416914154,-0.443227,[-0.518 ~ -0.361],-23.086481,final size25 mutual info regression
337,Ridge,delta G,all,22794443.52334526,3.674826623285681,-0.446145,[-0.521 ~ -0.364],-23.086724,final size25 mutual info regression
338,Lasso,delta G,all,22795247.999542683,3.6178677132940313,-0.448001,[-0.523 ~ -0.366],-23.087574,final size25 mutual info regression
339,ElasticNet,delta G,all,22794758.113173004,3.616547331316631,-0.445601,[-0.521 ~ -0.364],-23.087056,final size25 mutual info regression
340,SVR,delta G,all,22793648.413310625,3.4840765939882625,-0.451249,[-0.526 ~ -0.37],-23.085884,final size25 mutual info regression
341,DecisionTree,delta G,all,22785692.68666767,9.49033072089336,-0.283299,[-0.371 ~ -0.191],-23.077477,final size25 mutual info regression
342,RandomForest,delta G,all,22790635.21018397,4.554191364680292,-0.477201,[-0.549 ~ -0.398],-23.0827,final size25 mutual info regression
343,XGBoost,delta G,all,22795258.410508927,7.658199310302734,-0.384601,[-0.465 ~ -0.298],-23.087585,final size25 mutual info regression
344,linearRegression,delta G,all,22786249.005054623,3.9203910895289766,-0.535883,[-0.602 ~ -0.462],-23.078065,GAP size25 mutual info regression
345,Ridge,delta G,all,22786325.58961482,3.918395170758125,-0.534393,[-0.601 ~ -0.461],-23.078146,GAP size25 mutual info regression
346,Lasso,delta G,all,22786655.69688306,3.8791565965841555,-0.540059,[-0.606 ~ -0.467],-23.078495,GAP size25 mutual info regression
347,ElasticNet,delta G,all,22787067.35938115,3.8666602494131777,-0.531109,[-0.598 ~ -0.457],-23.07893,GAP size25 mutual info regression
348,SVR,delta G,all,22787728.036171436,4.378568704592012,-0.628771,[-0.684 ~ -0.566],-23.079628,GAP size25 mutual info regression
